trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	4+12	16.0	12	word	word	noninformative	-4	2.4	3.6	2.0	2.7	0.5	3.3
math	15/8	1.9	1	word	numeric	informative	-1	2.2	4.1	1.0	4.2	0.5	5.2
baseline	2	2.0	-3	word	numeric	noninformative	-5	2.4	4.8	1.3	5.0	0.5	4.9
math	29*28	812.0	816	word	word	informative	4	1.8	2.2	2.3	4.1	0.5	3.9
math	2+8	10.0	20	numeric	word	informative	10	1.9	6.0	2.7	7.7	0.5	5.9
math	23*14	322.0	329	word	numeric	informative	7	1.8	5.8	1.8	3.4	0.5	3.2
math	20+1	21.0	14	numeric	word	noninformative	-7	2.0	5.6	2.5	3.5	0.5	5.7
math	21*9	189.0	197	word	numeric	informative	8	1.2	5.0	1.4	5.6	0.5	3.8
math	2-24	-22.0	-20	numeric	numeric	informative	2	2.9	2.9	1.0	3.9	0.5	4.5
math	10-25	-15.0	-25	numeric	word	noninformative	-10	2.0	5.0	1.3	6.2	0.5	3.7
baseline	23	23.0	25	word	numeric	noninformative	2	2.9	4.3	2.0	5.0	0.5	6.7
baseline	27	27.0	22	numeric	word	informative	-5	1.6	4.3	1.4	4.2	0.5	3.4
baseline	6	6.0	8	word	word	noninformative	2	2.5	6.0	1.5	4.1	0.5	5.7
baseline	2	2.0	0	numeric	word	noninformative	-2	1.6	4.0	1.0	5.1	0.5	4.4
math	30/6	5.0	-1	numeric	numeric	informative	-6	1.6	4.5	1.5	5.1	0.5	5.8
math	14+1	15.0	15	numeric	numeric	noninformative	0	2.5	4.1	2.8	4.8	0.5	3.2
math	10/3	3.3	2	word	numeric	noninformative	-1	1.7	4.8	1.5	5.3	0.5	5.6
baseline	18	18.0	19	numeric	numeric	informative	1	3.0	5.6	2.9	4.4	0.5	6.0
baseline	21	21.0	24	word	word	informative	3	1.1	4.3	2.8	3.2	0.5	3.2
math	24/5	4.8	7	numeric	word	informative	2	2.0	3.7	1.6	2.6	0.5	3.1
baseline	30	30.0	31	numeric	numeric	noninformative	1	2.4	4.3	1.9	4.0	0.5	4.6
math	10*22	220.0	215	word	word	noninformative	-5	1.6	6.4	2.4	4.6	0.5	7.0
math	22-1	21.0	11	numeric	word	informative	-10	1.1	6.3	2.1	2.7	0.5	5.4
math	22-22	0.0	-2	word	numeric	noninformative	-2	2.3	5.7	2.8	3.9	0.5	11.2
