trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
baseline	7	7.0	6	word	numeric	informative	-1	1.9	4.5	1.2	6.2	0.5	3.7
math	28/27	1.0	-7	word	numeric	informative	-8	1.6	3.8	2.8	4.8	0.5	4.0
math	18/15	1.2	-1	word	numeric	informative	-2	1.5	4.9	2.9	4.4	0.5	3.2
baseline	30	30.0	35	numeric	word	noninformative	5	2.8	5.3	2.7	4.0	0.5	3.8
math	16/11	1.5	2	numeric	word	informative	1	1.4	3.9	2.6	6.6	0.5	5.9
math	3-15	-12.0	-17	word	word	noninformative	-5	2.9	4.6	2.5	2.9	0.5	5.1
math	20+14	34.0	34	word	numeric	informative	0	1.1	3.5	3.0	6.2	0.5	4.4
math	10*5	50.0	47	word	word	noninformative	-3	2.5	4.5	2.0	4.7	0.5	4.1
math	25+20	45.0	55	numeric	word	noninformative	10	1.2	5.6	2.8	6.2	0.5	4.8
math	3-24	-21.0	-23	numeric	word	informative	-2	1.3	7.6	2.2	5.7	0.5	3.4
baseline	27	27.0	27	word	numeric	noninformative	0	2.4	4.0	2.1	4.1	0.5	3.6
math	16*11	176.0	182	word	word	noninformative	6	2.9	6.8	2.5	5.0	0.5	4.3
baseline	6	6.0	6	numeric	word	noninformative	0	2.6	4.5	1.2	5.8	0.5	4.2
math	16-22	-6.0	-1	numeric	word	informative	5	2.8	4.2	1.1	5.3	0.5	3.2
baseline	27	27.0	27	word	numeric	informative	0	2.5	4.4	2.5	3.7	0.5	2.7
baseline	29	29.0	31	numeric	numeric	informative	2	2.5	5.5	1.7	4.2	0.5	3.6
math	25*14	350.0	346	numeric	numeric	noninformative	-4	1.3	2.5	1.1	4.0	0.5	2.5
math	5*14	70.0	71	word	numeric	noninformative	1	2.5	4.3	1.6	7.2	0.5	4.2
math	20+25	45.0	47	numeric	word	informative	2	1.6	3.5	2.4	3.5	0.5	4.7
math	28/24	1.2	9	word	word	noninformative	8	2.2	3.5	2.7	4.7	0.5	6.5
math	8-6	2.0	0	numeric	numeric	noninformative	-2	1.1	7.9	1.1	3.5	0.5	6.7
baseline	16	16.0	14	numeric	numeric	noninformative	-2	1.1	3.5	1.9	4.3	0.5	3.5
math	6+22	28.0	25	word	numeric	informative	-3	1.0	3.9	2.4	3.1	0.5	4.7
baseline	11	11.0	21	numeric	word	informative	10	2.1	4.3	2.6	2.8	0.5	12.9
