trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	16*4	64.0	71	word	word	noninformative	7	1.6	6.0	2.0	6.1	0.5	4.5
math	16/15	1.1	2	word	word	noninformative	1	1.8	2.7	1.8	3.6	0.5	3.9
math	7*5	35.0	44	word	numeric	informative	9	1.8	5.4	1.2	5.6	0.5	3.6
math	21*17	357.0	356	numeric	numeric	noninformative	-1	2.8	4.6	2.4	4.1	0.5	4.4
baseline	15	15.0	20	numeric	word	informative	5	2.6	6.2	1.9	5.5	0.5	3.1
baseline	10	10.0	1	numeric	numeric	informative	-9	1.0	5.8	2.4	3.2	0.5	3.1
baseline	1	1.0	-1	word	numeric	noninformative	-2	2.0	4.3	3.0	6.0	0.5	5.3
math	13-11	2.0	5	numeric	word	informative	3	1.9	3.7	1.9	4.8	0.5	6.0
math	25+6	31.0	31	word	numeric	informative	0	2.8	4.1	2.3	5.2	0.5	4.7
math	13+20	33.0	32	numeric	word	informative	-1	2.3	2.0	2.4	3.3	0.5	4.2
baseline	18	18.0	20	numeric	numeric	informative	2	1.5	4.9	1.7	4.7	0.5	2.8
math	27-30	-3.0	-13	word	word	noninformative	-10	3.0	4.7	2.8	3.4	0.5	4.0
math	28-12	16.0	19	word	word	noninformative	3	2.5	3.3	2.0	4.4	0.5	4.3
baseline	11	11.0	21	word	word	noninformative	10	1.7	3.3	2.4	7.0	0.5	3.6
math	11*6	66.0	66	numeric	numeric	informative	0	1.1	4.5	2.5	3.0	0.5	4.7
baseline	19	19.0	22	numeric	word	noninformative	3	2.9	4.7	2.5	5.7	0.5	4.9
math	13/13	1.0	1	numeric	numeric	noninformative	0	2.2	3.1	1.7	6.5	0.5	3.8
math	7-27	-20.0	-18	numeric	word	informative	2	1.6	4.8	2.2	4.2	0.5	3.3
baseline	13	13.0	6	word	numeric	noninformative	-7	2.9	3.8	2.9	4.4	0.5	4.7
math	16/6	2.7	-6	numeric	numeric	informative	-9	2.1	3.0	2.6	3.1	0.5	7.6
baseline	28	28.0	18	word	numeric	noninformative	-10	2.3	3.6	1.7	5.7	0.5	3.7
math	14+29	43.0	42	word	word	informative	-1	2.7	4.1	1.6	4.4	0.5	3.7
math	25+9	34.0	30	word	numeric	noninformative	-4	1.8	4.9	1.3	4.5	0.5	5.6
math	26/4	6.5	4	numeric	word	informative	-3	2.1	3.6	1.8	6.1	0.5	14.9
