trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	28*8	224.0	223	word	word	noninformative	-1	1.6	2.8	2.0	5.9	3.9	4.3
baseline	8	8.0	6	numeric	numeric	informative	-2	2.4	1.7	2.0	3.8	4.3	2.9
math	26/11	2.4	2	numeric	word	informative	0	2.8	1.2	2.0	3.3	3.9	5.9
math	18*29	522.0	520	numeric	numeric	informative	-2	1.2	1.0	2.0	2.9	4.1	4.9
math	24/2	12.0	13	word	word	informative	1	2.1	2.3	2.0	5.1	6.4	4.9
math	14/10	1.4	0	numeric	numeric	noninformative	-1	1.0	1.9	2.0	3.8	3.5	3.7
math	11-18	-7.0	-8	numeric	numeric	noninformative	-1	2.1	2.8	2.0	4.2	6.0	4.4
math	27*4	108.0	105	word	numeric	informative	-3	2.2	2.9	2.0	4.4	3.6	4.0
math	26+11	37.0	43	word	word	noninformative	6	2.4	2.0	2.0	7.7	4.2	4.4
math	7-6	1.0	-9	numeric	word	informative	-10	2.0	1.8	2.0	5.6	2.8	5.3
baseline	15	15.0	15	word	word	informative	0	2.3	2.5	2.0	4.8	5.0	4.0
baseline	16	16.0	19	word	numeric	noninformative	3	2.0	2.1	2.0	6.2	4.9	3.0
baseline	7	7.0	5	word	word	informative	-2	1.0	2.2	2.0	4.8	5.3	7.8
math	30+19	49.0	49	word	word	noninformative	0	2.2	2.1	2.0	4.3	5.3	5.3
baseline	26	26.0	27	numeric	word	informative	1	1.7	3.0	2.0	5.0	4.9	5.7
math	13+26	39.0	40	numeric	word	noninformative	1	2.9	2.4	2.0	4.6	5.0	6.1
baseline	8	8.0	18	word	numeric	informative	10	2.7	2.3	2.0	4.7	7.1	6.3
math	15/5	3.0	5	numeric	numeric	noninformative	2	1.9	2.8	2.0	5.9	6.0	5.3
math	10-14	-4.0	0	word	word	noninformative	4	1.8	2.6	2.0	4.4	4.0	2.7
math	27-23	4.0	7	numeric	numeric	informative	3	2.0	1.2	2.0	5.5	3.8	3.5
baseline	29	29.0	27	word	numeric	noninformative	-2	2.5	1.9	2.0	6.9	4.9	2.8
math	14*11	154.0	157	word	numeric	noninformative	3	1.3	2.7	2.0	4.3	3.2	6.7
math	7+28	35.0	33	numeric	numeric	noninformative	-2	2.7	2.8	2.0	2.9	3.7	5.9
baseline	7	7.0	7	numeric	word	informative	0	2.8	2.2	2.0	0.2	3.5	4.9
