trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
baseline	19	19.0	27	word	numeric	noninformative	8	1.9	1.7	2.0	5.0	3.7	4.3
math	2-14	-12.0	-6	numeric	numeric	noninformative	6	1.1	2.1	2.0	3.5	5.2	5.7
baseline	15	15.0	19	word	word	informative	4	1.4	1.4	2.0	4.5	6.2	4.8
baseline	11	11.0	19	word	numeric	informative	8	1.6	2.4	2.0	4.5	5.4	5.0
math	22/5	4.4	7	word	numeric	noninformative	3	2.2	1.0	2.0	4.6	6.0	7.5
math	24*27	648.0	648	numeric	numeric	noninformative	0	2.5	2.5	2.0	3.4	4.2	3.2
baseline	28	28.0	27	word	word	informative	-1	1.5	1.5	2.0	6.2	5.2	5.6
baseline	5	5.0	6	numeric	word	informative	1	2.5	2.8	2.0	6.0	6.5	4.5
math	20-22	-2.0	-6	numeric	word	informative	-4	1.2	1.2	2.0	4.1	4.4	3.7
math	10*4	40.0	40	numeric	numeric	noninformative	0	2.6	1.7	2.0	6.0	6.1	4.0
math	4+8	12.0	22	word	numeric	informative	10	1.4	2.0	2.0	6.5	3.4	4.7
math	24-5	19.0	28	numeric	word	noninformative	9	1.8	1.5	2.0	3.3	4.1	7.4
math	13+25	38.0	40	numeric	numeric	noninformative	2	1.6	1.0	2.0	3.9	3.7	4.0
math	22+14	36.0	29	numeric	word	informative	-7	1.5	1.3	2.0	5.6	5.8	4.5
math	21/18	1.2	1	numeric	numeric	noninformative	0	2.3	1.9	2.0	3.2	3.8	5.5
math	22+22	44.0	39	numeric	word	informative	-5	1.9	2.5	2.0	3.3	7.8	2.7
math	29/15	1.9	1	word	numeric	informative	-1	2.7	1.4	2.0	4.9	5.9	3.8
baseline	19	19.0	20	numeric	numeric	informative	1	2.0	1.5	2.0	3.6	6.6	3.1
baseline	17	17.0	15	word	word	informative	-2	1.7	2.5	2.0	3.8	6.8	3.4
math	28-5	23.0	25	numeric	word	informative	2	1.5	2.5	2.0	4.1	3.6	2.9
math	27/22	1.2	-1	word	numeric	noninformative	-2	2.2	2.3	2.0	4.3	3.7	6.6
math	2*29	58.0	57	word	word	noninformative	-1	1.2	1.8	2.0	3.8	2.3	5.9
baseline	16	16.0	18	word	word	noninformative	2	1.6	1.6	2.0	6.0	7.2	4.2
math	30*7	210.0	206	word	word	noninformative	-4	1.7	1.8	2.0	9.0	6.8	6.0
